index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
104,HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,,,,4793.0,4793.00000,,,,,
105,HWF_0022,Physiotherapy Technicians and Assistants (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5335,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,,,,360.0,360.00000,,,,,
106,HWF_0023,Traditional and Complementary Medicine Professionals  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5336,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,,,,13879.0,13879.00000,,,,,"Health workforce from census data. Minnesota Population Center. Integrated Public Use Microdata Series, International: Version 7.1. Minneapolis, MN: IPUMS, 2018. https://doi.org/10.18128/D020.V7.1"
107,HWF_0023,Traditional and Complementary Medicine Professionals  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5336,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,NGA,2009,2009,Nigeria,,,,,15566.0,15566.00000,,,,,"Health workforce from census data. Minnesota Population Center. Integrated Public Use Microdata Series, International: Version 7.1. Minneapolis, MN: IPUMS, 2018. https://doi.org/10.18128/D020.V7.1"
108,HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,FMLE,Female,,89.522,89.52200,,,,,
109,HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,MLE,Male,,10.478,10.47800,,,,,
110,HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,NGA,2009,2009,Nigeria,,FMLE,Female,,54.748,54.74800,,,,,
111,HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,NGA,2009,2009,Nigeria,,MLE,Male,,45.252,45.25200,,,,,
112,HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2010.0,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,FMLE,Female,,88.409,88.40900,,,,,
113,HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2010.0,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,MLE,Male,,11.591,11.59100,,,,,
114,HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,FMLE,Female,,76.66,76.66000,,,,,
115,HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,MLE,Male,,23.34,23.34000,,,,,
116,HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,FMLE,Female,,87.23,87.23000,,,,,
117,HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,MLE,Male,,12.77,12.77000,,,,,
118,HWF_0005,Medical doctors not further defined (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5318,PUBLISHED,Published,,2003.0,2003,,AFR,Africa,,NGA,2003,2003,Nigeria,,,,,34923.0,34923.00000,,,,,Includes Medical Doctors .
119,HWF_0005,Medical doctors not further defined (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5318,PUBLISHED,Published,,2005.0,2005,,AFR,Africa,,NGA,2005,2005,Nigeria,,,,,39210.0,39210.00000,,,,,Includes Medical Doctors .
120,HWF_0005,Medical doctors not further defined (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5318,PUBLISHED,Published,,2006.0,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,,,,49612.0,49612.00000,,,,,Includes Medical Doctors .
121,HWF_0005,Medical doctors not further defined (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5318,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,NGA,2007,2007,Nigeria,,,,,55376.0,55376.00000,,,,,Includes Medical Doctors .
122,HWF_0005,Medical doctors not further defined (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5318,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,,,,56526.0,56526.00000,,,,,Includes Medical Doctors .
123,HWF_0005,Medical doctors not further defined (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5318,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,NGA,2009,2009,Nigeria,,,,,58363.0,58363.00000,,,,,Includes Medical Doctors .
124,HWF_0005,Medical doctors not further defined (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5318,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,,,,65759.0,65759.00000,,,,,National Health Policy 2016
125,HWF_0005,Medical doctors not further defined (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5318,PUBLISHED,Published,,2016.0,2016,,AFR,Africa,,NGA,2016,2016,Nigeria,,,,,83565.0,83565.00000,,,,,National Reporting Instrument (NRI) 2018. MDCN.
126,HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,FMLE,Female,,26.743,26.74300,,,,,
127,HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,MLE,Male,,73.257,73.25700,,,,,
128,HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2004.0,2004,,AFR,Africa,,NGA,2004,2004,Nigeria,,,,,0.469,0.46900,,,,,Includes Pharmacists .
129,HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2005.0,2005,,AFR,Africa,,NGA,2005,2005,Nigeria,,,,,0.869,0.86900,,,,,Includes Pharmacists .
130,HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2006.0,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,,,,0.877,0.87700,,,,,Includes Pharmacists .
131,HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,NGA,2007,2007,Nigeria,,,,,0.902,0.90200,,,,,Includes Pharmacists .
132,HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,,,,0.878,0.87800,,,,,Includes Pharmacists .
133,HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,NGA,2009,2009,Nigeria,,,,,0.93,0.93000,,,,,"Source: Federal Ministry of Health (2009) Health Workforce Country Profile for Nigeria. Abuja, Nigeria."
134,HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2010.0,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,,,,0.732,0.73200,,,,,"Includes Pharmacists.  Data Source: Health workforce from census data. Minnesota Population Center. Integrated Public Use Microdata Series, International: Version 7.1. Minneapolis, MN: IPUMS, 2018. https://doi.org/10.18128/D020.V7.1"
135,HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,,,,0.945,0.94500,,,,,Includes Pharmacists .
136,HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,,,,1.106,1.10600,,,,,National Reporting Instrument (NRI) 2018. PCN
137,HWF_0014,Pharmacists  (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5327,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,,,,1.259,1.25900,,,,,
138,HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2004.0,2004,,AFR,Africa,,NGA,2004,2004,Nigeria,,,,,6344.0,6344.00000,,,,,Includes Pharmacists .
139,HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2005.0,2005,,AFR,Africa,,NGA,2005,2005,Nigeria,,,,,12072.0,12072.00000,,,,,Includes Pharmacists .
140,HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2006.0,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,,,,12503.0,12503.00000,,,,,Includes Pharmacists .
141,HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,NGA,2007,2007,Nigeria,,,,,13199.0,13199.00000,,,,,Includes Pharmacists .
142,HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,,,,13199.0,13199.00000,,,,,Includes Pharmacists .
143,HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,NGA,2009,2009,Nigeria,,,,,14353.0,14353.00000,,,,,"Source: Federal Ministry of Health (2009) Health Workforce Country Profile for Nigeria. Abuja, Nigeria."
144,HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2010.0,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,,,,11598.0,11598.00000,,,,,"Includes Pharmacists.  Data Source: Health workforce from census data. Minnesota Population Center. Integrated Public Use Microdata Series, International: Version 7.1. Minneapolis, MN: IPUMS, 2018. https://doi.org/10.18128/D020.V7.1"
145,HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,,,,15377.0,15377.00000,,,,,Includes Pharmacists .
146,HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,,,,20035.0,20035.00000,,,,,National Reporting Instrument (NRI) 2018. PCN
147,HWF_0015,Pharmacists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5328,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,,,,24668.0,24668.00000,,,,,
148,HWF_0024,Community Health Workers (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5337,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,NGA,2007,2007,Nigeria,,,,,19268.0,19268.00000,,,,,Includes Community Health Workers .
149,HWF_0024,Community Health Workers (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5337,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,,,,19268.0,19268.00000,,,,,Includes Community Health Workers .
150,HWF_0024,Community Health Workers (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5337,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,NGA,2018,2018,Nigeria,,,,,116454.0,116454.00000,,,,,
