index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
115,WHS3_47,Meningitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,1968.0,1968,,AFR,Africa,,WB_LMI,1968,1968,Lower-middle-income,,NGA,Nigeria,,1861,,,,,,
116,WHS3_47,Meningitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,1976.0,1976,,AFR,Africa,,WB_LMI,1976,1976,Lower-middle-income,,NGA,Nigeria,,261,,,,,,
117,WHS3_47,Meningitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,1978.0,1978,,AFR,Africa,,WB_LMI,1978,1978,Lower-middle-income,,NGA,Nigeria,,37090,,,,,,
118,WHS3_47,Meningitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,1979.0,1979,,AFR,Africa,,WB_LMI,1979,1979,Lower-middle-income,,NGA,Nigeria,,3515,,,,,,
119,WHS3_47,Meningitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,1984.0,1984,,AFR,Africa,,WB_LMI,1984,1984,Lower-middle-income,,NGA,Nigeria,,719,,,,,,
120,WHS3_47,Meningitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,1986.0,1986,,AFR,Africa,,WB_LMI,1986,1986,Lower-middle-income,,NGA,Nigeria,,15548,,,,,,
121,WHS3_47,Meningitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,1989.0,1989,,AFR,Africa,,WB_LMI,1989,1989,Lower-middle-income,,NGA,Nigeria,,8689,,,,,,
122,WHS3_47,Meningitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,1993.0,1993,,AFR,Africa,,WB_LMI,1993,1993,Lower-middle-income,,NGA,Nigeria,,4209,,,,,,
123,WHS3_47,Meningitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,1994.0,1994,,AFR,Africa,,WB_LMI,1994,1994,Lower-middle-income,,NGA,Nigeria,,5298,,,,,,
124,WHS3_47,Meningitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,2001.0,2001,,AFR,Africa,,WB_LMI,2001,2001,Lower-middle-income,,NGA,Nigeria,,4215,,,,,,
125,WHS3_47,Meningitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,2002.0,2002,,AFR,Africa,,WB_LMI,2002,2002,Lower-middle-income,,NGA,Nigeria,,4004,,,,,,
126,WHS3_47,Meningitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,1965.0,1965,,AFR,Africa,,WB_LMI,1965,1965,Lower-middle-income,,NGA,Nigeria,,7714,,,,,,
127,WHS3_47,Meningitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,1981.0,1981,,AFR,Africa,,WB_LMI,1981,1981,Lower-middle-income,,NGA,Nigeria,,461,,,,,,
128,WHS3_47,Meningitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,WB_LMI,2007,2007,Lower-middle-income,,NGA,Nigeria,,2764,,,,,,
129,WHS3_47,Meningitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,WB_LMI,2009,2009,Lower-middle-income,,NGA,Nigeria,,56128,,,,,,
130,WHS3_47,Meningitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,,2011,2011,,,NGA,Nigeria,,1117,1117.00000,,,,,Number of cases reported up to 27 November 2011.
131,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,1995.0,1995,,AFR,Africa,,,1995,1995,,,NGA,Nigeria,,87,87.00000,,,,,
132,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,1972.0,1972,,AFR,Africa,,,1972,1972,,,NGA,Nigeria,,96,96.00000,,,,,
133,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,1984.0,1984,,AFR,Africa,,,1984,1984,,,NGA,Nigeria,,185,185.00000,,,,,
134,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,1987.0,1987,,AFR,Africa,,,1987,1987,,,NGA,Nigeria,,111,111.00000,,,,,
135,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,1991.0,1991,,AFR,Africa,,,1991,1991,,,NGA,Nigeria,,7654,7654.00000,,,,,
136,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,1982.0,1982,,AFR,Africa,,,1982,1982,,,NGA,Nigeria,,18,18.00000,,,,,
137,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,1970.0,1970,,AFR,Africa,,,1970,1970,,,NGA,Nigeria,,4,4.00000,,,,,
138,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,1986.0,1986,,AFR,Africa,,,1986,1986,,,NGA,Nigeria,,23,23.00000,,,,,
139,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,247,247.00000,,,,,
140,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,,2007,2007,,,NGA,Nigeria,,48,48.00000,,,,,
141,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,2006.0,2006,,AFR,Africa,,,2006,2006,,,NGA,Nigeria,,127,127.00000,,,,,
142,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,2005.0,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,174,174.00000,,,,,
143,MENING_1,Number of suspected meningitis deaths reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2478,PUBLISHED,Published,,1983.0,1983,,AFR,Africa,,,1983,1983,,,NGA,Nigeria,,61,,,,,,
144,MENING_1,Number of suspected meningitis deaths reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2478,PUBLISHED,Published,,1984.0,1984,,AFR,Africa,,,1984,1984,,,NGA,Nigeria,,58,,,,,,
145,MENING_1,Number of suspected meningitis deaths reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2478,PUBLISHED,Published,,1989.0,1989,,AFR,Africa,,,1989,1989,,,NGA,Nigeria,,997,,,,,,
146,MENING_1,Number of suspected meningitis deaths reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2478,PUBLISHED,Published,,2005.0,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,48,,,,,,
147,MENING_3,Number of meningitis epidemic districts,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2475,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,51,,,,,,
148,CHOLERA_0000000001,Number of reported cases of cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/42,PUBLISHED,Published,,1993.0,1993,,AFR,Africa,,,1993,1993,,,NGA,Nigeria,,4160,,,,,,
149,CHOLERA_0000000001,Number of reported cases of cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/42,PUBLISHED,Published,,1994.0,1994,,AFR,Africa,,,1994,1994,,,NGA,Nigeria,,2859,,,,,,
150,CHOLERA_0000000001,Number of reported cases of cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/42,PUBLISHED,Published,,1972.0,1972,,AFR,Africa,,,1972,1972,,,NGA,Nigeria,,1363,,,,,,
151,CHOLERA_0000000001,Number of reported cases of cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/42,PUBLISHED,Published,,1973.0,1973,,AFR,Africa,,,1973,1973,,,NGA,Nigeria,,157,,,,,,
152,CHOLERA_0000000001,Number of reported cases of cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/42,PUBLISHED,Published,,1975.0,1975,,AFR,Africa,,,1975,1975,,,NGA,Nigeria,,38,,,,,,
153,CHOLERA_0000000001,Number of reported cases of cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/42,PUBLISHED,Published,,1984.0,1984,,AFR,Africa,,,1984,1984,,,NGA,Nigeria,,1667,,,,,,
154,CHOLERA_0000000001,Number of reported cases of cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/42,PUBLISHED,Published,,1989.0,1989,,AFR,Africa,,,1989,1989,,,NGA,Nigeria,,1078,,,,,,
155,CHOLERA_0000000001,Number of reported cases of cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/42,PUBLISHED,Published,,1981.0,1981,,AFR,Africa,,,1981,1981,,,NGA,Nigeria,,107,,,,,,
156,CHOLERA_0000000001,Number of reported cases of cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/42,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,,2009,2009,,,NGA,Nigeria,,13691,,,,,,
157,CHOLERA_0000000001,Number of reported cases of cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/42,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,,2007,2007,,,NGA,Nigeria,,1661,,,,,,
158,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,PUBLISHED,Published,,1979.0,1979,,AFR,Africa,,,1979,1979,,,NGA,Nigeria,,1.37,,,,,,
159,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,PUBLISHED,Published,,1983.0,1983,,AFR,Africa,,,1983,1983,,,NGA,Nigeria,,1.12,,,,,,
160,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,PUBLISHED,Published,,2005.0,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,3.89,,,,,,
161,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,PUBLISHED,Published,,2010.0,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,3.85,,,,,,
162,CHOLERA_0000000003,Cholera case fatality rate,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2445,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,,2011,2011,,,NGA,Nigeria,,3.17,,,,,,
163,CHOLERA_0000000001,Number of reported cases of cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/42,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,597,597.00000,,,,,
164,CHOLERA_0000000002,Number of reported deaths from cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2446,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,18,18.00000,,,,,
165,CHOLERA_0000000001,Number of reported cases of cholera,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/42,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,,2013,2013,,,NGA,Nigeria,,6600,6600.00000,,,,,
166,MENING_2,Number of suspected meningitis cases reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,2010.0,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,4983,4983.00000,,,,,
167,MENING_2,Number of suspected meningitis cases reported,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/49,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,1175,1175.00000,,,,,
168,MENING_3,Number of meningitis epidemic districts,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2475,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,6,6.00000,,,,,
169,WHS3_41,Diphtheria - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/43,PUBLISHED,Published,,2001.0,2001,,AFR,Africa,,,2001,2001,,,NGA,Nigeria,,2468,2468.00000,,,,,
170,WHS3_41,Diphtheria - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/43,PUBLISHED,Published,,1998.0,1998,,AFR,Africa,,,1998,1998,,,NGA,Nigeria,,708,708.00000,,,,,
171,WHS3_41,Diphtheria - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/43,PUBLISHED,Published,,1991.0,1991,,AFR,Africa,,,1991,1991,,,NGA,Nigeria,,2849,2849.00000,,,,,
172,WHS3_41,Diphtheria - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/43,PUBLISHED,Published,,1989.0,1989,,AFR,Africa,,,1989,1989,,,NGA,Nigeria,,5039,5039.00000,,,,,
173,WHS3_41,Diphtheria - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/43,PUBLISHED,Published,,1982.0,1982,,AFR,Africa,,,1982,1982,,,NGA,Nigeria,,1170,1170.00000,,,,,
174,WHS3_41,Diphtheria - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/43,PUBLISHED,Published,,1980.0,1980,,AFR,Africa,,,1980,1980,,,NGA,Nigeria,,165,165.00000,,,,,
175,WHS3_62,Measles - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/60,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,,2013,2013,,,NGA,Nigeria,,52852,52852.00000,,,,,
176,WHS3_62,Measles - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/60,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,,2011,2011,,,NGA,Nigeria,,18843,18843.00000,,,,,
177,WHS3_62,Measles - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/60,PUBLISHED,Published,,2004.0,2004,,AFR,Africa,,,2004,2004,,,NGA,Nigeria,,31521,31521.00000,,,,,
178,WHS3_62,Measles - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/60,PUBLISHED,Published,,2002.0,2002,,AFR,Africa,,,2002,2002,,,NGA,Nigeria,,42007,42007.00000,,,,,
179,WHS3_62,Measles - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/60,PUBLISHED,Published,,1997.0,1997,,AFR,Africa,,,1997,1997,,,NGA,Nigeria,,21385,21385.00000,,,,,
180,WHS3_62,Measles - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/60,PUBLISHED,Published,,1995.0,1995,,AFR,Africa,,,1995,1995,,,NGA,Nigeria,,12393,12393.00000,,,,,
181,WHS3_62,Measles - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/60,PUBLISHED,Published,,1988.0,1988,,AFR,Africa,,,1988,1988,,,NGA,Nigeria,,75908,75908.00000,,,,,
182,WHS3_62,Measles - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/60,PUBLISHED,Published,,1986.0,1986,,AFR,Africa,,,1986,1986,,,NGA,Nigeria,,115743,115743.00000,,,,,
183,WHS3_56,Neonatal tetanus - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/58,PUBLISHED,Published,,2017.0,2017,,AFR,Africa,,,2017,2017,,,NGA,Nigeria,,187,187.00000,,,,,
184,WHS3_56,Neonatal tetanus - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/58,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,110,110.00000,,,,,
185,WHS3_56,Neonatal tetanus - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/58,PUBLISHED,Published,,2010.0,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,176,176.00000,,,,,
186,WHS3_56,Neonatal tetanus - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/58,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,721,721.00000,,,,,
187,WHS3_56,Neonatal tetanus - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/58,PUBLISHED,Published,,2002.0,2002,,AFR,Africa,,,2002,2002,,,NGA,Nigeria,,752,752.00000,,,,,
188,WHS3_56,Neonatal tetanus - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/58,PUBLISHED,Published,,2000.0,2000,,AFR,Africa,,,2000,2000,,,NGA,Nigeria,,1643,1643.00000,,,,,
189,WHS3_56,Neonatal tetanus - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/58,PUBLISHED,Published,,1992.0,1992,,AFR,Africa,,,1992,1992,,,NGA,Nigeria,,896,896.00000,,,,,
190,WHS3_56,Neonatal tetanus - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/58,PUBLISHED,Published,,1990.0,1990,,AFR,Africa,,,1990,1990,,,NGA,Nigeria,,1060,1060.00000,,,,,
191,WHS3_49,Poliomyelitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/51,PUBLISHED,Published,,2017.0,2017,,AFR,Africa,,,2017,2017,,,NGA,Nigeria,,0,0.00000,,,,,
192,WHS3_49,Poliomyelitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/51,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,1,1.00000,,,,,
193,WHS3_49,Poliomyelitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/51,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,866,866.00000,,,,,
194,WHS3_49,Poliomyelitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/51,PUBLISHED,Published,,2006.0,2006,,AFR,Africa,,,2006,2006,,,NGA,Nigeria,,1144,1144.00000,,,,,
195,WHS3_49,Poliomyelitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/51,PUBLISHED,Published,,2001.0,2001,,AFR,Africa,,,2001,2001,,,NGA,Nigeria,,56,56.00000,,,,,
196,WHS3_49,Poliomyelitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/51,PUBLISHED,Published,,1999.0,1999,,AFR,Africa,,,1999,1999,,,NGA,Nigeria,,981,981.00000,,,,,
197,WHS3_49,Poliomyelitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/51,PUBLISHED,Published,,1992.0,1992,,AFR,Africa,,,1992,1992,,,NGA,Nigeria,,957,957.00000,,,,,
198,WHS3_49,Poliomyelitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/51,PUBLISHED,Published,,1990.0,1990,,AFR,Africa,,,1990,1990,,,NGA,Nigeria,,1873,1873.00000,,,,,
199,WHS3_49,Poliomyelitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/51,PUBLISHED,Published,,1983.0,1983,,AFR,Africa,,,1983,1983,,,NGA,Nigeria,,392,392.00000,,,,,
200,WHS3_49,Poliomyelitis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/51,PUBLISHED,Published,,1981.0,1981,,AFR,Africa,,,1981,1981,,,NGA,Nigeria,,335,335.00000,,,,,
201,WHS3_57,Total rubella - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/59,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,,2013,2013,,,NGA,Nigeria,,88,,,,,,
202,WHS3_57,Total rubella - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/59,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,,2011,2011,,,NGA,Nigeria,,3691,,,,,,
203,WHS3_46,Total tetanus - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/48,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,,2013,2013,,,NGA,Nigeria,,556,556.00000,,,,,
204,WHS3_46,Total tetanus - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/48,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,,2011,2011,,,NGA,Nigeria,,114,114.00000,,,,,
205,WHS3_46,Total tetanus - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/48,PUBLISHED,Published,,2000.0,2000,,AFR,Africa,,,2000,2000,,,NGA,Nigeria,,1643,1643.00000,,,,,
206,WHS3_46,Total tetanus - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/48,PUBLISHED,Published,,1994.0,1994,,AFR,Africa,,,1994,1994,,,NGA,Nigeria,,1083,1083.00000,,,,,
207,WHS3_46,Total tetanus - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/48,PUBLISHED,Published,,1989.0,1989,,AFR,Africa,,,1989,1989,,,NGA,Nigeria,,2015,2015.00000,,,,,
208,WHS3_46,Total tetanus - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/48,PUBLISHED,Published,,1987.0,1987,,AFR,Africa,,,1987,1987,,,NGA,Nigeria,,3760,3760.00000,,,,,
209,WHS3_46,Total tetanus - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/48,PUBLISHED,Published,,1980.0,1980,,AFR,Africa,,,1980,1980,,,NGA,Nigeria,,3095,3095.00000,,,,,
210,WHS3_50,Yellow fever - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/52,PUBLISHED,Published,,2014.0,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,0,,,,,,
211,WHS3_50,Yellow fever - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/52,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,0,,,,,,
212,WHS3_50,Yellow fever - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/52,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,,2007,2007,,,NGA,Nigeria,,0,,,,,,
213,WHS3_50,Yellow fever - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/52,PUBLISHED,Published,,2001.0,2001,,AFR,Africa,,,2001,2001,,,NGA,Nigeria,,5,,,,,,
214,WHS3_50,Yellow fever - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/52,PUBLISHED,Published,,1998.0,1998,,AFR,Africa,,,1998,1998,,,NGA,Nigeria,,0,,,,,,
215,WHS3_50,Yellow fever - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/52,PUBLISHED,Published,,1992.0,1992,,AFR,Africa,,,1992,1992,,,NGA,Nigeria,,149,,,,,,
216,WHS3_50,Yellow fever - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/52,PUBLISHED,Published,,1990.0,1990,,AFR,Africa,,,1990,1990,,,NGA,Nigeria,,4075,,,,,,
217,WHS3_50,Yellow fever - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/52,PUBLISHED,Published,,1983.0,1983,,AFR,Africa,,,1983,1983,,,NGA,Nigeria,,15,,,,,,
218,WHS3_43,Pertussis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/45,PUBLISHED,Published,,2018.0,2018,,AFR,Africa,,,2018,2018,,,NGA,Nigeria,,7897,7897.00000,,,,,
219,WHS3_43,Pertussis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/45,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,6592,6592.00000,,,,,
220,WHS3_43,Pertussis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/45,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,,2013,2013,,,NGA,Nigeria,,8530,8530.00000,,,,,
221,WHS3_43,Pertussis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/45,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,,2007,2007,,,NGA,Nigeria,,12573,12573.00000,,,,,
222,WHS3_43,Pertussis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/45,PUBLISHED,Published,,2005.0,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,15609,15609.00000,,,,,
223,WHS3_43,Pertussis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/45,PUBLISHED,Published,,1994.0,1994,,AFR,Africa,,,1994,1994,,,NGA,Nigeria,,22275,22275.00000,,,,,
224,WHS3_43,Pertussis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/45,PUBLISHED,Published,,1992.0,1992,,AFR,Africa,,,1992,1992,,,NGA,Nigeria,,22164,22164.00000,,,,,
225,WHS3_43,Pertussis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/45,PUBLISHED,Published,,1985.0,1985,,AFR,Africa,,,1985,1985,,,NGA,Nigeria,,92266,92266.00000,,,,,
226,WHS3_43,Pertussis - number of reported cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/45,PUBLISHED,Published,,1983.0,1983,,AFR,Africa,,,1983,1983,,,NGA,Nigeria,,70024,70024.00000,,,,,
227,WHS3_45,Number of new leprosy cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/47,PUBLISHED,Published,,2010.0,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,3913,3913.00000,,,,,
228,WHS3_45,Number of new leprosy cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/47,PUBLISHED,Published,,2007.0,2007,,AFR,Africa,,,2007,2007,,,NGA,Nigeria,,4665,4665.00000,,,,,
229,WHS3_45,Number of new leprosy cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/47,PUBLISHED,Published,,2009.0,2009,,AFR,Africa,,,2009,2009,,,NGA,Nigeria,,4219,4219.00000,,,,,
230,WHS3_45,Number of new leprosy cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/47,PUBLISHED,Published,,2012.0,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,3805,3805.00000,,,,,
