index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
76,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,32.0,32.00000,,,,,
77,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,34.0,34.00000,,,,,
78,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,56.0,56.00000,,,,,
79,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,42.0,42.00000,,,,,
80,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1981,1981,,AFR,1981,1981,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,10.0,10.00000,,,,,
81,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1983,1983,,AFR,1983,1983,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,12.0,12.00000,,,,,
82,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1988,1988,,AFR,1988,1988,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,29.0,29.00000,,,,,
83,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1990,1990,,AFR,1990,1990,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,32.0,32.00000,,,,,
84,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1997,1997,,AFR,1997,1997,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,48.0,48.00000,,,,,
85,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1999,1999,,AFR,1999,1999,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,49.0,49.00000,,,,,
86,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,63.0,63.00000,,,,,
87,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,64.0,64.00000,,,,,
88,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,60.0,60.00000,,,,,
89,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,55.0,55.00000,,,,,
90,NUTRITION_HA_2,Prevalence of stunted children aged <5 years   (% height-for-age <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,35.8,35.83533,,,,,"MICS. Nigeria multiple indicator cluster survey 2011 (MICS): Monitoring the situation of children and women. Abuja, Nigeria, 2011 (and additional analysis)..National Bureau of Statistics.. "
91,NUTRITION_HA_2,Prevalence of stunted children aged <5 years   (% height-for-age <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,33.6,33.55536,,,,,"SMART. Summary findings of national nutrition and health survey, 9th feb to 5th May 2014, Nigeria: SMART methods (and additional analysis)..National Bureau of Statistics and UNICEF.. "
92,NUTRITION_WA_2,Prevalence of underweight children aged <5 years   (% weight-for-age <-2 SD) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,35.1,35.10000,,,,,"Other. National micronutrient survey, 1993. Ibadan, Nigeria, 1996 (and additional analysis)..Federal Ministry of Health and Sociel Services.. Converted estimates"
93,NUTRITION_WA_2,Prevalence of underweight children aged <5 years   (% weight-for-age <-2 SD) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,19.5,19.53322,,,,,"SMART. National Nutrition and Health Surveys (NNHS) - Report on The Nutrition and Health Situation of Nigeria, November 2015.National Bureau of Statistics (NBS), Abuja Nigeria. "
94,NUTRITION_WA_2,Prevalence of underweight children aged <5 years   (% weight-for-age <-2 SD) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,21.8,21.79495,,,,,"DHS. Nigeria Demographic and Health Survey 2018. Abuja, Nigeria, and Rockville, Maryland, USA: NPC and ICF. 2019.National Population Commission (NPC) [Nigeria] and ICF. "
95,NUTRITION_WH2,Prevalence of overweight children aged <5 years   (% weight-for-height >+2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,10.4,10.40707,,,,,"DHS. Nigeria demographic and health survey 2008. Demographic and Health Surveys. Abuja, Nigeria: National Population Commission and ICF Macro, 2009 (and additional analysis)..National Population Commission (NPC) [Nigeria] and ICF Macro.. "
96,NUTRITION_WH2,Prevalence of overweight children aged <5 years   (% weight-for-height >+2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,5.0,4.97137,,,,,"DHS. Nigeria demographic and health survey 2013. Demographic and Health Surveys. Abuja, Nigeria, and Rockville, Maryland, USA: NPC and ICF International, 2014 (and additional analysis)..National Population Commission (NPC) [Nigeria] and ICF International.. "
97,NUTRITION_WH_2,Prevalence of wasted children aged <5 years   (% weight-for-height <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,,,,PUBLISHED,Published,,1990,1990,,AFR,1990,1990,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,11.7,11.66330,,,,,"DHS. Nigerian demographic and health survey 1990. Demographic and Health Surveys. Federal Office of Statistics, Lagos, Nigeria, 1992 (and additional analysis)..Federal Office of Statistics. "
98,NUTRITION_WH_2,Prevalence of wasted children aged <5 years   (% weight-for-height <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,7.9,7.90425,,,,,"SMART. Summary findings of national nutrition and health survey, 9th feb to 5th May 2014, Nigeria: SMART methods (and additional analysis)..National Bureau of Statistics and UNICEF.. "
99,NUTRITION_WH_2,Prevalence of wasted children aged <5 years   (% weight-for-height <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,,,,PUBLISHED,Published,,2016-2017,2016-2017,,AFR,2016,2017,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,10.8,10.78659,,,,,"MICS. Multiple Indicator Cluster Survey 2016-17, Final Report. Abuja, Nigeria: National Bureau of Statistics and United Nations Children’s Fund. 2017 (and additional analysis).National Bureau of Statistics (NBS) and United Nations Children’s Fund (UNICEF). "
100,NUTRITION_WH_3,Prevalence of severely wasted children aged <5 years   (% weight-for-height <-3 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,6.6,6.64071,,,,,"MICS. Nigeria multiple indicator cluster survey 2007: Final report (MICS). Abuja, Nigeria: NBS, 2007 (and additional analysis)..National Bureau of Statistics (NBS)..  High exclusion rate"
101,NUTRITION_WH_3,Prevalence of severely wasted children aged <5 years   (% weight-for-height <-3 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,3.1,3.13827,,,,,"MICS. Nigeria multiple indicator cluster survey 2011 (MICS): Monitoring the situation of children and women. Abuja, Nigeria, 2011 (and additional analysis)..National Bureau of Statistics.. "
102,WHOSIS_000005,Low-birth-weight newborns (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,12.0,,,,,,
103,pncall3,Postnatal care visit within two days of birth (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,,,,,,,WQ5,Q5 (Richest),,86.6,86.57000,,,,,
104,pncall5,Postnatal care visit within two days of birth (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,,,,,,,WQ1,Q1 (Poorest),,10.3,10.32000,,,,,
105,pncall5,Postnatal care visit within two days of birth (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,,,,,,,WQ2,Q2,,19.1,19.14000,,,,,
106,pncall5,Postnatal care visit within two days of birth (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,,,,,,,WQ3,Q3,,38.5,38.49000,,,,,
107,pncall3,Postnatal care visit within two days of birth (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,NHLM,None,,,,,,,,,,,11.9,11.91000,,,,,
108,pncall3,Postnatal care visit within two days of birth (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,PRLM,Primary,,,,,,,,,,,44.2,44.18000,,,,,
109,pncall3,Postnatal care visit within two days of birth (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,SHLM,Secondary or higher,,,,,,,,,,,76.2,76.25000,,,,,
110,MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_312589,NLIS_312589,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312589,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,45.9,45.90000,,,,,
111,MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_311713,NLIS_311713,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311713,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,43.8,43.80000,,,,,
112,MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_312964,NLIS_312964,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312964,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,43.1,43.10000,,,,,
113,MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_312589,NLIS_312589,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312589,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,40.0,40.00000,,,,,
114,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_310377,NLIS_310377,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=310377,PUBLISHED,Published,,1990,1990,,AFR,1990,1990,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,33.3,33.30000,,,,,
115,MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_313270,NLIS_313270,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313270,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,30.8,30.80000,,,,,
116,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_313037,NLIS_313037,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313037,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,27.2,27.20000,,,,,
117,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_312589,NLIS_312589,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312589,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,27.2,27.20000,,,,,
118,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_313037,NLIS_313037,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313037,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,24.2,24.20000,,,,,
119,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_313204,NLIS_313204,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313204,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,18.8,18.80000,,,,,
120,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_312381,NLIS_312381,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312381,PUBLISHED,Published,,1999,1999,,AFR,1999,1999,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,17.6,17.60000,,,,,
121,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_312964,NLIS_312964,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312964,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,14.4,14.40000,,,,,
122,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_313037,NLIS_313037,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313037,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,13.3,13.30000,,,,,
123,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_313037,NLIS_313037,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313037,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,12.9,12.90000,,,,,
124,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_312589,NLIS_312589,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312589,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,12.0,12.00000,,,,,
125,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_312589,NLIS_312589,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312589,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,10.4,10.40000,,,,,
126,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_313157,NLIS_313157,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313157,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,9.5,9.50000,,,,,
127,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_313270,NLIS_313270,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313270,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,8.7,8.70000,,,,,
128,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_313270,NLIS_313270,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313270,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,7.1,7.10000,,,,,
129,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_312589,NLIS_312589,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312589,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,6.5,6.50000,,,,,
130,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_312589,NLIS_312589,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312589,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,6.2,6.20000,,,,,
131,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_311713,NLIS_311713,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311713,PUBLISHED,Published,,1993,1993,,AFR,1993,1993,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,5.5,5.50000,,,,,
132,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_310377,NLIS_310377,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=310377,PUBLISHED,Published,,1990,1990,,AFR,1990,1990,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,3.2,3.20000,,,,,
133,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_310377,NLIS_310377,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=310377,PUBLISHED,Published,,1990,1990,,AFR,1990,1990,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,3.2,3.20000,,,,,
134,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_313157,NLIS_313157,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313157,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,3.0,3.00000,,,,,
135,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_313270,NLIS_313270,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313270,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,1.8,1.80000,,,,,
136,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_313270,NLIS_313270,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313270,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,1.8,1.80000,,,,,
137,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_313270,NLIS_313270,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313270,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,1.8,1.80000,,,,,
138,WHOSIS_000006,Infants exclusively breastfed for the first six months of life (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/130,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,11.5,11.48853,,,,,
139,WHOSIS_000006,Infants exclusively breastfed for the first six months of life (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/130,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,12.5,12.54209,,,,,
140,WHOSIS_000006,Infants exclusively breastfed for the first six months of life (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/130,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,14.7,14.66163,,,,,
141,WHOSIS_000006,Infants exclusively breastfed for the first six months of life (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/130,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,16.9,16.93713,,,,,
142,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1994,1994,,AFR,1994,1994,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,44.0,44.00000,,,,,
143,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1995,1995,,AFR,1995,1995,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,34.0,34.00000,,,,,
144,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1996,1996,,AFR,1996,1996,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,26.0,26.00000,,,,,
145,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1997,1997,,AFR,1997,1997,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,21.0,21.00000,,,,,
146,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,48.0,48.00000,,,,,
147,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,,,,,,,42.0,42.00000,,,,,
