index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
248,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1974,1974,,AFR,Africa,,,1974,1974,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,6.38,6.38000,,,,,
249,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
250,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1969,1969,,AFR,Africa,,,1969,1969,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0,0.00000,,,,,
251,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1966,1966,,AFR,Africa,,,1966,1966,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.12,0.12000,,,,,
252,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1966,1966,,AFR,Africa,,,1966,1966,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0.01,0.01000,,,,,
253,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1970,1970,,AFR,Africa,,,1970,1970,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,4.77,4.77000,,,,,
254,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1990,1990,,AFR,Africa,,,1990,1990,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,8.48,8.48000,,,,,
255,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1980,1980,,AFR,Africa,,,1980,1980,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0.01,0.01000,,,,,
256,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1983,1983,,AFR,Africa,,,1983,1983,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,1.30,1.30000,,,,,
257,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1963,1963,,AFR,Africa,,,1963,1963,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.13,0.13000,,,,,
258,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1991,1991,,AFR,Africa,,,1991,1991,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,8.64,8.64000,,,,,
259,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1979,1979,,AFR,Africa,,,1979,1979,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.62,0.62000,,,,,
260,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1993,1993,,AFR,Africa,,,1993,1993,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,8.97,8.97000,,,,,
261,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1976,1976,,AFR,Africa,,,1976,1976,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0.03,0.03000,,,,,
262,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1986,1986,,AFR,Africa,,,1986,1986,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,1.30,1.30000,,,,,
263,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1994,1994,,AFR,Africa,,,1994,1994,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,8.20,8.20000,,,,,
264,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1996,1996,,AFR,Africa,,,1996,1996,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0.01,0.01000,,,,,
265,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1976,1976,,AFR,Africa,,,1976,1976,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0.01,0.01000,,,,,
266,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1964,1964,,AFR,Africa,,,1964,1964,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,4.40,4.40000,,,,,
267,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1984,1984,,AFR,Africa,,,1984,1984,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,7.35,7.35000,,,,,
268,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1985,1985,,AFR,Africa,,,1985,1985,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0,0.00000,,,,,
269,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1973,1973,,AFR,Africa,,,1973,1973,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,6.23,6.23000,,,,,
270,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1982,1982,,AFR,Africa,,,1982,1982,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,7.48,7.48000,,,,,
271,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1998,1998,,AFR,Africa,,,1998,1998,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.63,0.63000,,,,,
272,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1990,1990,,AFR,Africa,,,1990,1990,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,9.21,9.21000,,,,,
273,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1972,1972,,AFR,Africa,,,1972,1972,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0.01,0.01000,,,,,
274,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1992,1992,,AFR,Africa,,,1992,1992,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0.03,0.03000,,,,,
275,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1967,1967,,AFR,Africa,,,1967,1967,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
276,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1965,1965,,AFR,Africa,,,1965,1965,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0.05,0.05000,,,,,
277,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1978,1978,,AFR,Africa,,,1978,1978,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.44,0.44000,,,,,
278,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1978,1978,,AFR,Africa,,,1978,1978,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,7.28,7.28000,,,,,
279,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1963,1963,,AFR,Africa,,,1963,1963,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0.01,0.01000,,,,,
280,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1997,1997,,AFR,Africa,,,1997,1997,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
281,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1996,1996,,AFR,Africa,,,1996,1996,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,9.35,9.35000,,,,,
282,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1976,1976,,AFR,Africa,,,1976,1976,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,7.47,7.47000,,,,,
283,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1998,1998,,AFR,Africa,,,1998,1998,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,9.67,9.67000,,,,,
284,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1992,1992,,AFR,Africa,,,1992,1992,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,9.17,9.17000,,,,,
285,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1972,1972,,AFR,Africa,,,1972,1972,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,5.08,5.08000,,,,,
286,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1966,1966,,AFR,Africa,,,1966,1966,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,4.08,4.08000,,,,,
287,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1986,1986,,AFR,Africa,,,1986,1986,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,5.96,5.96000,,,,,
288,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1997,1997,,AFR,Africa,,,1997,1997,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,9.88,9.88000,,,,,
289,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1989,1989,,AFR,Africa,,,1989,1989,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,5.65,5.65000,,,,,
290,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1979,1979,,AFR,Africa,,,1979,1979,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
291,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1962,1962,,AFR,Africa,,,1962,1962,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,4.29,4.29000,,,,,
292,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1970,1970,,AFR,Africa,,,1970,1970,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0,0.00000,,,,,
293,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1995,1995,,AFR,Africa,,,1995,1995,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
294,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1982,1982,,AFR,Africa,,,1982,1982,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0.02,0.02000,,,,,
295,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1965,1965,,AFR,Africa,,,1965,1965,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.13,0.13000,,,,,
296,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1985,1985,,AFR,Africa,,,1985,1985,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,1.23,1.23000,,,,,
297,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1993,1993,,AFR,Africa,,,1993,1993,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,8.25,8.25000,,,,,
298,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1969,1969,,AFR,Africa,,,1969,1969,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,4.09,4.09000,,,,,
299,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1993,1993,,AFR,Africa,,,1993,1993,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.71,0.71000,,,,,
300,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1991,1991,,AFR,Africa,,,1991,1991,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0.01,0.01000,,,,,
301,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1989,1989,,AFR,Africa,,,1989,1989,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,1.09,1.09000,,,,,
302,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1975,1975,,AFR,Africa,,,1975,1975,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0.02,0.02000,,,,,
303,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1990,1990,,AFR,Africa,,,1990,1990,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0.01,0.01000,,,,,
304,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1968,1968,,AFR,Africa,,,1968,1968,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,4.25,4.25000,,,,,
305,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1988,1988,,AFR,Africa,,,1988,1988,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,6.76,6.76000,,,,,
306,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1998,1998,,AFR,Africa,,,1998,1998,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
307,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1973,1973,,AFR,Africa,,,1973,1973,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,5.87,5.87000,,,,,
308,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1973,1973,,AFR,Africa,,,1973,1973,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.34,0.34000,,,,,
309,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1981,1981,,AFR,Africa,,,1981,1981,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,7.78,7.78000,,,,,
310,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1985,1985,,AFR,Africa,,,1985,1985,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,6.04,6.04000,,,,,
311,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1986,1986,,AFR,Africa,,,1986,1986,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
312,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1969,1969,,AFR,Africa,,,1969,1969,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.15,0.15000,,,,,
313,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1965,1965,,AFR,Africa,,,1965,1965,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,4.16,4.16000,,,,,
314,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1984,1984,,AFR,Africa,,,1984,1984,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0,0.00000,,,,,
315,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1994,1994,,AFR,Africa,,,1994,1994,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
316,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1964,1964,,AFR,Africa,,,1964,1964,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0.01,0.01000,,,,,
317,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1981,1981,,AFR,Africa,,,1981,1981,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.50,0.50000,,,,,
318,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1991,1991,,AFR,Africa,,,1991,1991,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,9.37,9.37000,,,,,
319,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1997,1997,,AFR,Africa,,,1997,1997,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,9.24,9.24000,,,,,
320,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1977,1977,,AFR,Africa,,,1977,1977,,,NGA,Nigeria,,,,,SA_OTHER_ALCOHOL,Other alcoholic beverages,,,,,7.11,7.11000,,,,,
321,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1966,1966,,AFR,Africa,,,1966,1966,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
322,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1963,1963,,AFR,Africa,,,1963,1963,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0.01,0.01000,,,,,
323,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1961,1961,,AFR,Africa,,,1961,1961,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.07,0.07000,,,,,
324,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1972,1972,,AFR,Africa,,,1972,1972,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.28,0.28000,,,,,
325,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1961,1961,,AFR,Africa,,,1961,1961,,,NGA,Nigeria,,,,,SA_WINE,Wine,,,,,0,0.00000,,,,,
326,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1978,1978,,AFR,Africa,,,1978,1978,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0,0.00000,,,,,
327,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1970,1970,,AFR,Africa,,,1970,1970,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,4.96,4.96000,,,,,
328,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1998,1998,,AFR,Africa,,,1998,1998,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0.01,0.01000,,,,,
329,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1987,1987,,AFR,Africa,,,1987,1987,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,1.49,1.49000,,,,,
330,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,NGA,Nigeria,,,,,SA_TOTAL,All types,,,,,10.34,10.34000,,,,,
331,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1967,1967,,AFR,Africa,,,1967,1967,,,NGA,Nigeria,,,,,SA_BEER,Beer,,,,,0.11,0.11000,,,,,
332,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/462,PUBLISHED,Published,,1973,1973,,AFR,Africa,,,1973,1973,,,NGA,Nigeria,,,,,SA_SPIRITS,Spirits,,,,,0,0.00000,,,,,
