index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
1102,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,1999.0,1999,,AFR,Africa,,NGA,1999,1999,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,14.8 [10.5-19.5],14.80000,10.5,19.5,,,
1103,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2001.0,2001,,AFR,Africa,,NGA,2001,2001,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,14.4 [10.3-19.0],14.40000,10.3,19.0,,,
1104,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2006.0,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,13.4 [9.6-17.7],13.40000,9.6,17.7,,,
1105,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2008.0,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,12.9 [9.3-17.3],12.90000,9.3,17.3,,,
1106,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4804,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,11.4 [7.4-16.4],11.40000,7.4,16.4,,,
1107,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1979.0,1979,,AFR,Africa,,NGA,1979,1979,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,20.4 [19.4-21.3],20.40000,19.4,21.3,,,
1108,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1981.0,1981,,AFR,Africa,,NGA,1981,1981,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,20.6 [19.8-21.4],20.60000,19.8,21.4,,,
1109,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1986.0,1986,,AFR,Africa,,NGA,1986,1986,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,21.1 [20.6-21.6],21.10000,20.6,21.6,,,
1110,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1988.0,1988,,AFR,Africa,,NGA,1988,1988,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,21.3 [20.9-21.7],21.30000,20.9,21.7,,,
1111,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1990.0,1990,,AFR,Africa,,NGA,1990,1990,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,21.5 [21.1-21.8],21.50000,21.1,21.8,,,
1112,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1995.0,1995,,AFR,Africa,,NGA,1995,1995,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,21.9 [21.6-22.2],21.90000,21.6,22.2,,,
1113,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1997.0,1997,,AFR,Africa,,NGA,1997,1997,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,22.1 [21.7-22.4],22.10000,21.7,22.4,,,
1114,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2004.0,2004,,AFR,Africa,,NGA,2004,2004,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,22.6 [22.3-22.9],22.60000,22.3,22.9,,,
1115,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2006.0,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,22.8 [22.4-23.1],22.80000,22.4,23.1,,,
1116,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,23.1 [22.6-23.6],23.10000,22.6,23.6,,,
1117,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,23.2 [22.6-23.8],23.20000,22.6,23.8,,,
1118,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1979.0,1979,,AFR,Africa,,NGA,1979,1979,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,20.9 [19.5-22.3],20.90000,19.5,22.3,,,
1119,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1981.0,1981,,AFR,Africa,,NGA,1981,1981,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.1 [19.9-22.3],21.10000,19.9,22.3,,,
1120,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1986.0,1986,,AFR,Africa,,NGA,1986,1986,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.6 [20.8-22.4],21.60000,20.8,22.4,,,
1121,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1988.0,1988,,AFR,Africa,,NGA,1988,1988,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.8 [21.1-22.4],21.80000,21.1,22.4,,,
1122,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1990.0,1990,,AFR,Africa,,NGA,1990,1990,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,22.0 [21.4-22.5],22.00000,21.4,22.5,,,
1123,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1995.0,1995,,AFR,Africa,,NGA,1995,1995,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,22.4 [21.9-22.9],22.40000,21.9,22.9,,,
1124,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1997.0,1997,,AFR,Africa,,NGA,1997,1997,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,22.6 [22.1-23.0],22.60000,22.1,23.0,,,
1125,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2004.0,2004,,AFR,Africa,,NGA,2004,2004,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,23.2 [22.8-23.6],23.20000,22.8,23.6,,,
1126,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2006.0,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,23.3 [22.9-23.7],23.30000,22.9,23.7,,,
1127,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,23.7 [23.2-24.1],23.70000,23.2,24.1,,,
1128,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,23.8 [23.2-24.3],23.80000,23.2,24.3,,,
1129,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,23.9 [23.2-24.6],23.90000,23.2,24.6,,,
1130,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1979.0,1979,,AFR,Africa,,NGA,1979,1979,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,19.9 [18.5-21.1],19.90000,18.5,21.1,,,
1131,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1981.0,1981,,AFR,Africa,,NGA,1981,1981,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,20.1 [19.0-21.1],20.10000,19.0,21.1,,,
1132,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1986.0,1986,,AFR,Africa,,NGA,1986,1986,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,20.6 [19.9-21.2],20.60000,19.9,21.2,,,
1133,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1988.0,1988,,AFR,Africa,,NGA,1988,1988,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,20.8 [20.2-21.3],20.80000,20.2,21.3,,,
1134,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1990.0,1990,,AFR,Africa,,NGA,1990,1990,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,21.0 [20.5-21.5],21.00000,20.5,21.5,,,
1135,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1995.0,1995,,AFR,Africa,,NGA,1995,1995,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,21.4 [20.9-21.9],21.40000,20.9,21.9,,,
1136,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1997.0,1997,,AFR,Africa,,NGA,1997,1997,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,21.6 [21.0-22.1],21.60000,21.0,22.1,,,
1137,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2004.0,2004,,AFR,Africa,,NGA,2004,2004,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.0 [21.5-22.6],22.00000,21.5,22.6,,,
1138,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2006.0,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.2 [21.6-22.7],22.20000,21.6,22.7,,,
1139,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.4 [21.8-23.1],22.40000,21.8,23.1,,,
1140,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.5 [21.7-23.2],22.50000,21.7,23.2,,,
1141,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.5 [21.6-23.5],22.50000,21.6,23.5,,,
1142,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1979.0,1979,,AFR,Africa,,NGA,1979,1979,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,20.4 [19.4-21.2],20.40000,19.4,21.2,,,
1143,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1981.0,1981,,AFR,Africa,,NGA,1981,1981,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,20.5 [19.8-21.3],20.50000,19.8,21.3,,,
1144,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1986.0,1986,,AFR,Africa,,NGA,1986,1986,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,21.0 [20.5-21.5],21.00000,20.5,21.5,,,
1145,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1988.0,1988,,AFR,Africa,,NGA,1988,1988,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,21.2 [20.8-21.6],21.20000,20.8,21.6,,,
1146,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1990.0,1990,,AFR,Africa,,NGA,1990,1990,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,21.4 [21.0-21.7],21.40000,21.0,21.7,,,
1147,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1995.0,1995,,AFR,Africa,,NGA,1995,1995,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,21.8 [21.4-22.1],21.80000,21.4,22.1,,,
1148,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1997.0,1997,,AFR,Africa,,NGA,1997,1997,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,21.9 [21.6-22.2],21.90000,21.6,22.2,,,
1149,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2004.0,2004,,AFR,Africa,,NGA,2004,2004,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,22.4 [22.1-22.7],22.40000,22.1,22.7,,,
1150,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2006.0,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,22.6 [22.2-22.9],22.60000,22.2,22.9,,,
1151,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,22.8 [22.4-23.2],22.80000,22.4,23.2,,,
1152,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,22.9 [22.5-23.4],22.90000,22.5,23.4,,,
1153,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,YEARS18-PLUS,18+  years,,BTSX,Both sexes,,,,,23.0 [22.4-23.5],23.00000,22.4,23.5,,,
1154,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1979.0,1979,,AFR,Africa,,NGA,1979,1979,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,20.9 [19.6-22.2],20.90000,19.6,22.2,,,
1155,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1981.0,1981,,AFR,Africa,,NGA,1981,1981,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.1 [19.9-22.2],21.10000,19.9,22.2,,,
1156,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1986.0,1986,,AFR,Africa,,NGA,1986,1986,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.5 [20.8-22.3],21.50000,20.8,22.3,,,
1157,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1988.0,1988,,AFR,Africa,,NGA,1988,1988,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.7 [21.1-22.3],21.70000,21.1,22.3,,,
1158,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1990.0,1990,,AFR,Africa,,NGA,1990,1990,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,21.9 [21.4-22.4],21.90000,21.4,22.4,,,
1159,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1995.0,1995,,AFR,Africa,,NGA,1995,1995,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,22.3 [21.8-22.7],22.30000,21.8,22.7,,,
1160,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1997.0,1997,,AFR,Africa,,NGA,1997,1997,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,22.4 [22.0-22.8],22.40000,22.0,22.8,,,
1161,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2004.0,2004,,AFR,Africa,,NGA,2004,2004,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,23.0 [22.6-23.4],23.00000,22.6,23.4,,,
1162,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2006.0,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,23.1 [22.8-23.5],23.10000,22.8,23.5,,,
1163,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,23.5 [23.0-23.9],23.50000,23.0,23.9,,,
1164,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,23.6 [23.0-24.1],23.60000,23.0,24.1,,,
1165,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2015.0,2015,,AFR,Africa,,NGA,2015,2015,Nigeria,,YEARS18-PLUS,18+  years,,FMLE,Female,,,,,23.7 [23.0-24.3],23.70000,23.0,24.3,,,
1166,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1979.0,1979,,AFR,Africa,,NGA,1979,1979,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,19.8 [18.5-21.0],19.80000,18.5,21.0,,,
1167,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1981.0,1981,,AFR,Africa,,NGA,1981,1981,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,20.0 [19.0-21.0],20.00000,19.0,21.0,,,
1168,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1986.0,1986,,AFR,Africa,,NGA,1986,1986,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,20.5 [19.9-21.1],20.50000,19.9,21.1,,,
1169,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1988.0,1988,,AFR,Africa,,NGA,1988,1988,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,20.7 [20.2-21.2],20.70000,20.2,21.2,,,
1170,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1990.0,1990,,AFR,Africa,,NGA,1990,1990,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,20.9 [20.4-21.3],20.90000,20.4,21.3,,,
1171,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1995.0,1995,,AFR,Africa,,NGA,1995,1995,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,21.3 [20.8-21.7],21.30000,20.8,21.7,,,
1172,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1997.0,1997,,AFR,Africa,,NGA,1997,1997,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,21.4 [20.9-21.9],21.40000,20.9,21.9,,,
1173,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2004.0,2004,,AFR,Africa,,NGA,2004,2004,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,21.9 [21.3-22.4],21.90000,21.3,22.4,,,
1174,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2006.0,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.0 [21.5-22.5],22.00000,21.5,22.5,,,
1175,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2011.0,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.2 [21.6-22.8],22.20000,21.6,22.8,,,
1176,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2013.0,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,YEARS18-PLUS,18+  years,,MLE,Male,,,,,22.3 [21.5-23.0],22.30000,21.5,23.0,,,
