index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),INADEQUACY (CODE),INADEQUACY (DISPLAY),INADEQUACY (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
147,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4821,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,47,46.65400,,,,,
148,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2001.0,2001,,AFR,2001,2001,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,26,26.03501,,,,,
149,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2002.0,2002,,AFR,2002,2002,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,33,32.84310,,,,,
150,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2004.0,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,25,24.92497,,,,,
151,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2005.0,2005,,AFR,2005,2005,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,32,32.39042,,,,,
152,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2006.0,2006,,AFR,2006,2006,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,12,12.02645,,,,,
153,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,24,23.78045,,,,,
154,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2009.0,2009,,AFR,2009,2009,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,11,11.15185,,,,,
155,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2010.0,2010,,AFR,2010,2010,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,23,22.60271,,,,,
156,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,10,10.27725,,,,,
157,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,21,21.40739,,,,,
158,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2015.0,2015,,AFR,2015,2015,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,31,30.88149,,,,,
159,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2015.0,2015,,AFR,2015,2015,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,9,9.40266,,,,,
160,WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,20,20.20559,,,,,
161,WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,31,31.25805,,,,,
162,WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,41,41.21466,,,,,
163,WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2014.0,2014,,AFR,2014,2014,Africa,,,,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,31,31.25805,,,,,
164,WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2015.0,2015,,AFR,2015,2015,Africa,,,,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,53,52.84747,,,,,
165,WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4822,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,42,41.76843,,,,,
166,WSH_4,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2004.0,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,,,,560,559.46000,,,,,
167,WSH_5,"Water, sanitation and hygiene attributable DALYs ('000)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2004.0,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,,,,5774318,5774318.50000,,,,,
168,WSH_6,"Water, sanitation and hygiene attributable DALYs ('000) in children under 5 years",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2004.0,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,,,,4612735,4612735.00000,,,,,
169,WSH_7,"Water, sanitation and hygiene attributable DALYs per 100'000 capita",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2004.0,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,,,,4198,4198.17000,,,,,
170,AIR_1,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2004.0,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,,,,21168,21168.00000,,,,,
171,AIR_10,Ambient air pollution  attributable DALYs per 100'000 children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2004.0,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,,,,622,622.52000,,,,,
172,AIR_13,Household air pollution attributable deaths per 100'000 capita,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2004.0,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,,,,69,69.25000,,,,,
173,WHS5_512,Population using solid fuels (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/318,PHEFN1,Multi-level,,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,TOTL,Total,,,,,,,,,,,75,75.00000,,,,,
174,WHS5_512,Population using solid fuels (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/318,PHEFN1,Multi-level,,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,URB,Urban,,,,,,,,,,,49,49.00000,,,,,"The latest survey data used instead of multilevel modelling after proportional adjustment to total solid fuel use; see <a href=http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=318"" target=""_blank"">meta-data sheet</a> for further information."""
175,WHS5_512,Population using solid fuels (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/318,PHEFN1,Multi-level,,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,,,,,,,RUR,Rural,,,,,,,,,,,>95,,,,,,"The latest survey data used instead of multilevel modelling after proportional adjustment to total solid fuel use; see <a href=http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=318"" target=""_blank"">meta-data sheet</a> for further information."""
176,TOTENV_4,Age-standardized DALYs attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4658,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,ENVCAUSE151,Injuries,,3 644,3643.70966,,,,,
177,TOTENV_3,Disability-adjusted life years (DALYs) attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4654,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,ENVCAUSE151,Injuries,,7 154 007,7154007.00000,,,,,
178,TOTENV_1,Deaths attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4653,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,ENVCAUSE151,Injuries,,98 218,98218.00000,,,,,
179,TOTENV_4,Age-standardized DALYs attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4658,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,ENVCAUSE001,"Infectious, parasitic, neonatal and nutritional",,10 441,10441.19769,,,,,
180,TOTENV_2,Age-standardized deaths attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4656,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,ENVCAUSE151,Injuries,,62,62.20898,,,,,
181,TOTENV_2,Age-standardized deaths attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4656,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,ENVCAUSE060,Noncommunicable diseases,,131,131.20930,,,,,
182,TOTENV_3,Disability-adjusted life years (DALYs) attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4654,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,ENVCAUSE060,Noncommunicable diseases,,4 538 530,4538530.00000,,,,,
183,TOTENV_5,Deaths attributable to the environment (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4655,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,24,0.24000,,,,,
184,AIR_44,DALYs attributable to ambient air pollution (age-standardized),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,,,,,,,,,,,,,,,,2 725 080,2725079.75700,,,,,
185,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,GHE039,Lower respiratory infections,,,,,,,,2 022 045,2022044.50000,,,,,
186,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,GHE118,Chronic obstructive pulmonary disease,,,,,,,,42 132,42131.59375,,,,,
187,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,GHE068,"Trachea, bronchus, lung cancers",,,,,,,,8988,8987.50098,,,,,
188,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,GHE113,Ischaemic heart disease,,,,,,,,307 259,307259.03130,,,,,
189,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,GHE000,All Causes,,,,,,,,1 231 458 [982 557 - 1 511 846],1231458.37500,982557.0,1511846.0,,,
190,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,GHE113,Ischaemic heart disease,,,,,,,,129 845,129845.44530,,,,,
191,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,GHE114,Stroke,,,,,,,,212 374,212373.89060,,,,,
192,AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012.0,2012,,AFR,2012,2012,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,GHE039,Lower respiratory infections,,,,,,,,865 909,865908.87500,,,,,
193,AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,32398 [28550–36856],32397.62708,28550.40625,36855.58594,,,
194,AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,156022 [121267–181784],156022.42690,121267.3984,181784.0313,,,
195,AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE000,Total,,218362 [183130–245722],218361.92220,183129.5,245722.0,,,
196,AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,9688 [6608–12151],9688.44267,6607.88623,12151.05664,,,
197,AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,76422 [59842–88546],76422.36804,59841.83594,88546.36719,,,
198,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,5 [4–7],5.20913,3.55282,6.53319,,,
199,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE114,Stroke,,13 [11–15],12.90415,10.94939,14.86387,,,
200,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,19 [16–21],18.58045,16.19907,21.06086,,,
201,AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,83 [65–96],83.28244,65.21355,96.49475,,,
202,AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,127 [100–148],127.42641,99.78009,147.64192,,,
203,AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,54 [47–61],53.52148,46.66185,60.66636,,,
204,AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE114,Stroke,,34 [29–39],33.81276,28.6907,38.94782,,,
205,AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,18 [14–22],18.29771,13.50803,21.71037,,,
206,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,441668 [389341–495802],441668.09280,389341.3125,495801.5,,,
207,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,16334 [13242–19067],16333.65030,13241.51074,19067.26758,,,
208,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE114,Stroke,,253835 [215560–296045],253834.89110,215559.6875,296044.9375,,,
209,AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE000,Total,,6044032 [4835174–6968644],6044032.28900,4835173.5,6968644.0,,,
210,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,479 [425–539],478.88092,425.27716,538.83002,,,
211,AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,190 [140–225],189.69362,140.03868,225.07292,,,
212,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE104,Cataracts,,63 [41–79],62.71838,40.92478,78.56561,,,
213,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE114,Stroke,,709 [617–810],709.20258,616.65497,810.00006,,,
214,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,435 [321–516],435.20660,321.28525,516.37598,,,
215,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,17 [14–20],17.33933,14.0568,20.24125,,,
216,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,389 [259–491],389.15060,258.53909,491.46445,,,
217,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,340 [99–522],339.96594,98.94643,521.59772,,,
218,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE000,Total,,6862 [5490–7912],6862.39014,5489.85254,7912.19336,,,
219,AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE114,Stroke,,819 [704–939],818.66193,704.47406,939.33093,,,
220,AIR_4,Ambient air pollution attributable deaths in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,25680 [20241–31320],25680.10547,20240.52148,31320.0,,,
221,AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,98105 [77324–119651],98105.13562,77324.41406,119651.0938,,,
222,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,78 [61–95],77.83965,61.35158,94.93488,,,
223,AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,,,,ENVCAUSE114,Stroke,,18 [16–21],18.38472,15.60544,21.48078,,,
224,AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016.0,2016,,AFR,2016,2016,Africa,,,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,12 [11–14],12.43284,10.59605,14.43781,,,
