index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
300,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,8.5,8.50000,,,,,
301,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,15.5,15.50000,,,,,
302,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,3.3,3.30000,,,,,
303,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,6.1,6.10000,,,,,
304,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,4.8,4.80000,,,,,
305,EQ_SOLIDFUELS,Households that use solid fuels for cooking (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4440,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,92.2,92.20000,,,,,
306,EQ_SOLIDFUELS,Households that use solid fuels for cooking (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4440,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,53.7,53.70000,,,,,
307,EQ_SOLIDFUELS,Households that use solid fuels for cooking (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4440,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,26.0,26.00000,,,,,
308,EQ_SOLIDFUELS,Households that use solid fuels for cooking (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4440,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,74.7,74.70000,,,,,
309,EQ_SOLIDFUELS,Households that use solid fuels for cooking (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4440,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,79.7,79.70000,,,,,
310,EQ_WATERPREMISES,Households using a piped onto premises drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4438,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,8.4,8.40000,,,,,
311,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,81.3,81.30000,,,,,
312,EQ_WATERIMPROVED,Households using an improved drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4437,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,77.8,77.80000,,,,,
313,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,25.2,25.20000,,,,,
314,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,5.3,5.30000,,,,,
315,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,7.0,7.00000,,,,,
316,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,18.7,18.70000,,,,,
317,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,11.9,11.90000,,,,,
318,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,16.2,16.20000,,,,,
319,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,0.3,0.30000,,,,,
320,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,14.6,14.60000,,,,,
321,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,16.2,16.20000,,,,,
322,EQ_OPENDEFECATION,Population not using any sanitation facility (open defecation) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4710,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,0.3,0.30000,,,,,
323,AIR_3,Percentage of the total population living in cities > 100'000 inhabitants,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2004.0,2004,,AFR,2004,2004,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,27.0,27.43000,,,,,
324,EQ_WATERPIPED,Households using a piped drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4443,,,,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,10.6,0.10609,,,,,
325,EQ_WATERPIPED,Households using a piped drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4443,,,,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,32.6,0.32574,,,,,
326,EQ_WATERPIPED,Households using a piped drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4443,,,,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,10.8,0.10778,,,,,
327,EQ_WATERPIPED,Households using a piped drinking-water source (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4443,,,,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,YEARS0-5,0-5  years,,,,,,,,,,,,,,19.7,0.19718,,,,,
328,EQ_SLEPTNETS,Women that slept under a bednet last night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4435,,,,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,FMLE,Female,,,,,WQ4,Q4,,4.9,0.04900,,,,,
329,EQ_SLEPTNETS,Women that slept under a bednet last night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4435,,,,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,YEARS12+,12+  years,,,,,FMLE,Female,,,,,,,,1.4,0.01400,,,,,
330,EQ_SLEPTNETS,Women that slept under a bednet last night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4435,,,,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,YEARS6-11,6-11 years,,,,,FMLE,Female,,,,,,,,5.6,0.05600,,,,,
331,EQ_SLEPTNETS,Women that slept under a bednet last night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4435,,,,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,FMLE,Female,,RUR,Rural,,,,,7.7,0.07700,,,,,
332,EQ_SLEPTNETS,Women that slept under a bednet last night (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4435,,,,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,FMLE,Female,,,,,,,,6.0,0.06000,,,,,
333,EQ_URBPOP,Population living in urban areas (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4455,,,,PUBLISHED,Published,,2010.0,2010,,AFR,2010,2010,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,43.5,43.48000,,,,,
334,EQ_URBPOP,Population living in urban areas (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4455,,,,PUBLISHED,Published,,2030.0,2030,,AFR,2030,2030,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,58.3,58.30400,,,,,
335,EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4709,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,138.4,138.40000,,,,,
336,EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4709,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,100.4,100.40000,,,,,
337,EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4709,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,146.4,146.40000,,,,,
338,EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4709,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,120.0,120.00000,,,,,
339,EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4709,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,176.6,176.60000,,,,,
340,EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4709,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,75.0,75.00000,,,,,
341,EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4709,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,93.8,93.80000,,,,,
342,EQ_ADOBIRTH,"Adolescent birth rate (births per 1,000 women aged 15 to 19)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4709,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,54.1,54.10000,,,,,
343,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,133.0,133.00000,,,,,
344,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,201.0,201.00000,,,,,
345,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,225.0,225.00000,,,,,
346,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,50.0,50.00000,,,,,
347,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,95.7,95.70000,,,,,
348,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,151.5,151.50000,,,,,
349,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,,,,157.0,157.00000,,,,,
350,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,177.0,177.00000,,,,,
351,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,106.0,106.00000,,,,,
352,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,185.6,185.60000,,,,,
353,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,149.0,149.00000,,,,,
354,EQ_U5MORT,Under-five mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4717,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,100.0,100.00000,,,,,
355,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,91.0,91.00000,,,,,
356,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,81.0,81.00000,,,,,
357,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,134.0,134.00000,,,,,
358,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,83.0,83.00000,,,,,
359,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,93.9,93.90000,,,,,
360,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2007.0,2007,,AFR,2007,2007,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,65.6,65.60000,,,,,
361,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,91.0,91.00000,,,,,
362,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,65.0,65.00000,,,,,
363,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ2,Q2,,68.0,68.00000,,,,,
364,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,53.1,53.10000,,,,,
365,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,78.0,78.00000,,,,,
366,EQ_INFANTMORT,Infant mortality per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4716,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,56.0,56.00000,,,,,
367,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,66.9,66.90000,,,,,
368,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1990.0,1990,,AFR,1990,1990,Africa,,NGA,Nigeria,,,,,EDLVL12PLUSYR,12+ years,,,,,,,,,,,93.6,93.60000,,,,,
369,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,71.7,71.70000,,,,,
370,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,EDLVL00TO05YR,0-5 years,,,,,,,,,,,45.5,45.50000,,,,,
371,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,AFR,2003,2003,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ5,Q5 (Richest),,97.5,97.50000,,,,,
372,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,URB,Urban,,,,,74.1,74.10000,,,,,
373,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,42.4,42.40000,,,,,
374,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,AFR,2008,2008,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ3,Q3,,75.3,75.30000,,,,,
375,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,86.2,86.20000,,,,,
376,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2011.0,2011,,AFR,2011,2011,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,50.6,50.60000,,,,,
377,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,RUR,Rural,,,,,37.9,37.90000,,,,,
378,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,EDLVL06TO11YR,6-11 years,,,,,,,,,,,78.7,78.70000,,,,,
379,EQ_ANC,Coverage of antenatal care (4 visits),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4434,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2013.0,2013,,AFR,2013,2013,Africa,,NGA,Nigeria,,,,,,,,,,,,,,WQ4,Q4,,86.1,86.10000,,,,,
