index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
89,ODA_2,"Commitments to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3253,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,616.32,616.32000,,,,,
90,ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,154.11,154.11000,,,,,
91,ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,291.22,291.22000,,,,,
92,NHABASIS,Basis for NHA estimate,,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,NGA,Nigeria,,"A new basis for these estimates was provided by new NHA reports, surveys, National Accounts series, accessed information and/or country consultations.",0.00000,,,,,
93,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,1220,1220.00000,,,,,
94,WHS4_111_AGE1519,"Antenatal care coverage - at least one visit, among girls aged 15-19 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2479,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,43,43.00000,,,,,
95,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,1539,1539.00000,,,,,
96,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,27881,27881.00000,,,,,
97,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,7042,7042.00000,,,,,
98,WHS4_111,Antenatal care coverage - at least one visit (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/81,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,60.6,60.60000,,,,,Definition of skilled personnel differs from standard definition.
99,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,NGA,Nigeria,,125292,125292.00000,,,,,
100,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,NGA,Nigeria,,124629,124629.00000,,,,,
101,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,56526,56526.00000,,,,,"Includes Registered Medical Practitioners</br> Data Source: Federal Ministry of Health, Abuja/ Nursing and Midwifery Council of Nigeria, Lagos"
102,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,6344,6344.00000,,,,,
103,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,NGA,Nigeria,,12072,12072.00000,,,,,
104,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,13199,13199.00000,,,,,
105,HRH_05,Number of pharmaceutical technicians/assistants,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,5483,5483.00000,,,,,
106,HRH_06,Number of community health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/100,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,19268,19268.00000,,,,,
107,HRH_08,Number of radiographers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,840,840.00000,,,,,
108,HRH_10,Number of dental technicians/assistants,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,1210,1210.00000,,,,,
109,HRH_12,Number of environment and public health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/321,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,4280,4280.00000,,,,,"Includes Environment & Public Health workers</br> Data Source: DRH/Ministry of Health - HEALTH WORKFORCE DATA, Update Nov 2008"
110,HRH_13,Number of laboratory scientists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,12703,12703.00000,,,,,
111,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,NGA,Nigeria,,2113,2113.00000,,,,,
112,HRH_16,Number of traditional medicine practitioners,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/100,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,10,10.00000,,,,,
113,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,NGA,Nigeria,,12503,12503.00000,,,,,"Includes Pharmacists</br> Data Source: National Professional medical/health regulatory bodies 2005, 2006, 2007"
114,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,NGA,Nigeria,,2464,2464.00000,,,,,"Includes Registered Dental Practitioners</br> Data Source: Federal Ministry of Health, Abuja/ Nursing and Midwifery Council of Nigeria, Lagos"
115,HRH_22,Number of community and traditional health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4548,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,19268,19268.00000,,,,,
116,HRH_24,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,219407,219407.00000,,,,,"Includes Prof. MIDWIVES, Prof. NURSES</br> Data Source: Health Workforce country Profile for Nigeria, October 2008"
117,HRH_26,Physicians density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/112,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,NGA,Nigeria,,0.346,0.34600,,,,,"Includes Physicians</br> Data Source: National Professional medical/health regulatory bodies 2005, 2006, 2007"
118,HRH_33,Nursing and midwifery personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/105,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,1.491,1.49100,,,,,"Includes Prof. MIDWIVES, Prof. NURSES</br> Data Source: Health Workforce country Profile for Nigeria, October 2008"
119,HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,NGA,Nigeria,,0.087,0.08700,,,,,"Includes Pharmacists</br> Data Source: National Professional medical/health regulatory bodies 2005, 2006, 2007"
120,HRH_27,Laboratory health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4549,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,0.156,0.15600,,,,,"Includes Radiographer Technicians, Laboratory Technician, Laboratory Assistant, Lab Scientist</br> Data Source: DRH/Ministry of Health - HEALTH WORKFORCE DATA, Update Nov 2008"
121,HRH_31,Environmental and public health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/322,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,0.028,0.02800,,,,,"Includes Environment & Public Health workers</br> Data Source: DRH/Ministry of Health - HEALTH WORKFORCE DATA, Update Nov 2008"
122,HRH_29,Community and traditional health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4551,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,0.131,0.13100,,,,,
123,HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,NGA,Nigeria,,7356,7356.00000,,,,,
124,HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,0.009,0.00900,,,,,
125,HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,NGA,Nigeria,,0.007,0.00700,,,,,
126,WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/80,,,,PUBLISHED,Published,,2008-2013,2008-2013,,AFR,2008,2013,Africa,,,,,NGA,Nigeria,,51.1,51.10000,,,,,"DHS 2013.  National Population Commission (NPC) [Nigeria], ICF International. Nigeria Demographic and Health Survey 2013. Abuja, Nigeria, Rockville, Maryland, USA: NPC, ICF International; 2014."
127,WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/80,,,,PUBLISHED,Published,,2013-2018,2013-2018,,AFR,2013,2018,Africa,,,,,NGA,Nigeria,,56.8,56.80000,,,,,"DHS 2018.Nigeria Demographic and Health Survey 2018. Abuja, Rockville, Maryland, USA: National Population Commission (NPC) [Nigeria], ICF International; 2019."
128,ODA_2,"Commitments to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3253,,,,PUBLISHED,Published,,2002,2002,,AFR,2002,2002,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,314.18,314.18000,,,,,
129,ODA_2,"Commitments to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3253,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,538.64,538.64000,,,,,
130,ODA_2,"Commitments to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3253,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,1393.07,1393.07000,,,,,
131,ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,145.46,145.46000,,,,,
132,ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,342.90,342.90000,,,,,
133,ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,NGA,Nigeria,,720.24,720.24000,,,,,
134,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,943,943.00000,,,,,
135,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,128918,128918.00000,,,,,
136,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,132412,132412.00000,,,,,
137,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2009,2009,,AFR,2009,2009,Africa,,,,,NGA,Nigeria,,58363,58363.00000,,,,,"Includes Registered Medical Practitioners</br> Data Source: Federal Ministry of Health, Abuja/ Nursing and Midwifery Council of Nigeria, Lagos"
138,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,82726,82726.00000,,,,,
139,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,13199,13199.00000,,,,,
140,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,NGA,Nigeria,,12503,12503.00000,,,,,
141,HRH_05,Number of pharmaceutical technicians/assistants,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,5483,5483.00000,,,,,
142,HRH_05,Number of pharmaceutical technicians/assistants,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,NGA,Nigeria,,1645,1645.00000,,,,,
143,HRH_06,Number of community health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/100,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,19268,19268.00000,,,,,
144,HRH_08,Number of radiographers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,840,840.00000,,,,,
145,HRH_10,Number of dental technicians/assistants,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,1517,1517.00000,,,,,
146,HRH_11,Number of health management & support workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4545,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,500,500.00000,,,,,
147,HRH_12,Number of environment and public health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/321,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,4280,4280.00000,,,,,"Includes ENVIRONMENTAL HEALTH OFFICERS</br> Data Source: Health Workforce country Profile for Nigeria, October 2008"
148,HRH_12,Number of environment and public health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/321,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,NGA,Nigeria,,3441,3441.00000,,,,,"Includes Environmental & public health workers</br> Data Source: National Professional medical/health regulatory bodies 2005, 2006, 2007"
149,HRH_13,Number of laboratory scientists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,12703,12703.00000,,,,,
150,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,6344,6344.00000,,,,,Includes Pharmacist</br> Data Source: Pharmacists Council of Nigeria
151,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,NGA,Nigeria,,12072,12072.00000,,,,,"Includes Pharmacists</br> Data Source: National Professional medical/health regulatory bodies 2005, 2006, 2007"
152,HRH_20,Number of laboratory health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4544,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,23523,23523.00000,,,,,"Includes Radiographer Technicians, Laboratory Technician, Laboratory Assistant, Lab Scientist</br> Data Source: DRH/Ministry of Health - HEALTH WORKFORCE DATA, Update Nov 2008"
153,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,3781,3781.00000,,,,,"Includes Dental Technician, Dental Assistant , Dentists</br> Data Source: DRH/Ministry of Health - HEALTH WORKFORCE DATA, Update Nov 2008"
154,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,2482,2482.00000,,,,,Includes Dentist</br> Data Source: Medical and Dental Council of Nigeria
155,HRH_22,Number of community and traditional health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4548,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,19278,19278.00000,,,,,
156,HRH_24,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2003,2003,,AFR,2003,2003,Africa,,,,,NGA,Nigeria,,210306,210306.00000,,,,,"Includes Registered nurse, Registered midwife</br> Data Source: Nursing and Midwifery Council of Nigeria"
157,HRH_26,Physicians density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/112,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,0.374,0.37400,,,,,"Includes Registered Medical Practitioners</br> Data Source: Federal Ministry of Health, Abuja/ Nursing and Midwifery Council of Nigeria, Lagos"
158,HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,0.025,0.02500,,,,,"Includes Dental Technician, Dental Assistant , Dentists</br> Data Source: DRH/Ministry of Health - HEALTH WORKFORCE DATA, Update Nov 2008"
159,HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,0.028,0.02800,,,,,"Includes DENTAL TECHNOLOGISTS, DENTAL THERAPISTS , DENTISTS</br> Data Source: Health Workforce country Profile for Nigeria, October 2008"
160,HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,2004,2004,,AFR,2004,2004,Africa,,,,,NGA,Nigeria,,0.047,0.04700,,,,,Includes Pharmacist</br> Data Source: Pharmacists Council of Nigeria
161,HRH_31,Environmental and public health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/322,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,NGA,Nigeria,,0.025,0.02500,,,,,"Includes Environmental & public health workers</br> Data Source: National Professional medical/health regulatory bodies 2005, 2006, 2007"
162,HRH_29,Community and traditional health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4551,,,,PUBLISHED,Published,,2008,2008,,AFR,2008,2008,Africa,,,,,NGA,Nigeria,,0.128,0.12800,,,,,
163,HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,,,,NGA,Nigeria,,0.155,0.15500,,,,,
164,HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,NGA,Nigeria,,0.028,0.02800,,,,,
165,WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/80,,,,PUBLISHED,Published,,2009-2011,2009-2011,,AFR,2009,2011,Africa,,,,,NGA,Nigeria,,56.6,56.60000,,,,,"MICS 2011.  Nigeria Multiple Indicator Cluster Survey 2011. Main Report. Abuja: National Bureau of Statistics (NBS) [Nigeria], United Nations Children's Fund (UNICEF), United Nations Population Fund (UNFPA); 2013."
166,WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/80,,,,PUBLISHED,Published,,2013-2017,2013-2017,,AFR,2013,2017,Africa,,,,,NGA,Nigeria,,49.1,49.10000,,,,,"MICS 2016-2017.National Bureau of Statistics (NBS), United Nations Children’s Fund (UNICEF). Nigeria Multiple Indicator Cluster Survey 2016-17, Survey Findings Report. Abuja, Nigeria: National Bureau of Statistics, United Nations Children’s Fund (UNICEF); 2017. "
167,HRH_41,Number of licensed qualified surgeons actively working,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4663,SWFNGA2014,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,NGA,Nigeria,,1 827,1827.00000,,,,,
168,HRH_43,Number of licensed qualified anaesthesiologists actively working,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4661,SWFNGA2014,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,NGA,Nigeria,,144,144.00000,,,,,
169,HRH_42,Number of licensed qualified obstetricians actively working,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4662,SWFNGA2014,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,NGA,Nigeria,,454,454.00000,,,,,
170,HRH_40,Biomedical engineers density (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4584,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,,,,NGA,Nigeria,,<0.05,,,,,,Reported number of biomedical engineers by country.
171,HRH_44,Number of biomedical engineers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4584,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,,,,NGA,Nigeria,,280,280.00000,,,,,Reported number of biomedical engineers by country.
172,HRH_40,Biomedical engineers density (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4584,,,,PUBLISHED,Published,,2014,2014,,AFR,2014,2014,Africa,,,,,NGA,Nigeria,,<0.05,,,,,,Reported number of biomedical engineers by country.
173,HRH_40,Biomedical engineers density (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4584,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,,,,NGA,Nigeria,,<0.05,,,,,,
174,HRH_45,Biomedical technicians density (per 10 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4584,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,,,,NGA,Nigeria,,<0.05,,,,,,Reported number of biomedical technicians by country.
175,HRH_46,Number of biomedical technicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4584,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,,,,NGA,Nigeria,,400,400.00000,,,,,Reported number of biomedical technicians by country.
